unique_id,block_num,unit_count,case_type_name,submission_year,block_address,occupancy_type,occupancy_or_vacancy_date,occupancy_or_vacancy_date_year,bedroom_count,bathroom_count,square_footage,monthly_rent,base_rent_includes_water_sewer,base_rent_includes_natural_gas,base_rent_includes_electricity,base_rent_includes_refuse_recycling,base_rent_includes_other_utilities,past_occupancy,vacancy_date,signature_date,occupancy_or_vacancy_date_history,year_property_built,point,analysis_neighborhood,supervisor_district,data_as_of,data_loaded_at
4954258646076502265,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Vacant,nan,2023,One-Bedroom,One bathroom,751-1000 Sq.Ft,nan,N,N,N,N,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
5465711111802241417,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Vacant,nan,2023,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,nan,N,N,N,N,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
-2741308898399576036,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Vacant,nan,2023,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,nan,N,N,N,N,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
1366439838814867949,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Vacant,nan,2023,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,nan,N,N,N,N,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
5459786205062167793,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Vacant,nan,2023,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,nan,N,N,N,N,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
530092420521533347,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Vacant,nan,2023,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,nan,N,N,N,N,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
-4650629281072688620,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Vacant,nan,2023,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,nan,N,N,N,N,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
-412585414826694459,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Vacant,nan,2023,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,nan,N,N,N,N,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
-8135795764900425260,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Vacant,nan,2023,One-Bedroom,One bathroom,751-1000 Sq.Ft,nan,N,N,N,N,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
-1771217109164059849,7331,219,Housing Inventory - Unit information (2023),2023,100 Block of FONT BLVD,Vacant,nan,2023,Three-Bedroom,Two and a half bathrooms,1251-1500 Sq.Ft,nan,N,N,N,N,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473807669 37.71536259),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
-7368305296097737383,7331,219,Housing Inventory - Unit information (2023),2023,100 Block of FONT BLVD,Vacant,nan,2023,Three-Bedroom,Two and a half bathrooms,1501-1750 Sq.Ft,nan,N,N,N,N,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473807669 37.71536259),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
5275722459971159113,7331,219,Housing Inventory - Unit information (2023),2023,100 Block of FONT BLVD,Vacant,nan,2023,Three-Bedroom,Two and a half bathrooms,1251-1500 Sq.Ft,nan,N,N,N,N,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473807669 37.71536259),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
-2835233075289034883,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2020-02-21T00:00:00.000,2020,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,$3751-$4000,Y,N,N,Y,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
1919235498939065035,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2017-08-26T00:00:00.000,2017,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,$3251-$3500,Y,N,N,Y,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
-8648934106240647946,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2010-12-30T00:00:00.000,2010,One-Bedroom,One bathroom,751-1000 Sq.Ft,$1751-$2000,Y,N,N,Y,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
-3090581772273906996,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2022-12-01T00:00:00.000,2022,One-Bedroom,One bathroom,751-1000 Sq.Ft,$1751-$2000,Y,N,N,Y,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
-7486204459913837845,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2007-04-01T00:00:00.000,2007,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,$2251-$2500,N,N,N,N,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
8699413704556957557,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2018-05-05T00:00:00.000,2018,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,$2251-$2500,N,N,N,N,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
-90008302279387283,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2023-02-01T00:00:00.000,2023,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,$2501-$2750,Y,N,N,Y,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
8126182093295937699,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2018-07-03T00:00:00.000,2018,One-Bedroom,One bathroom,751-1000 Sq.Ft,$2501-$2750,Y,N,N,Y,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
-718432962728277570,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2018-05-14T00:00:00.000,2018,One-Bedroom,One bathroom,751-1000 Sq.Ft,$2501-$2750,Y,N,N,Y,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
-2424988887339886066,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2022-12-07T00:00:00.000,2022,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,$2251-$2500,Y,N,N,Y,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
-446544813498662051,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,1994-07-01T00:00:00.000,1994,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,$1501-$1750,N,N,N,N,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
1325011473247491369,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,1993-12-01T00:00:00.000,1993,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,$1501-$1750,N,N,N,N,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
-7891773866025946729,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2018-06-16T00:00:00.000,2018,One-Bedroom,One bathroom,751-1000 Sq.Ft,$2501-$2750,Y,N,N,Y,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
-4890238817668210179,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2023-01-04T00:00:00.000,2023,One-Bedroom,One bathroom,751-1000 Sq.Ft,$2251-$2500,Y,N,N,Y,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
1298272704695250125,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2023-01-27T00:00:00.000,2023,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,$2501-$2750,Y,N,N,Y,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
-6153629823764710214,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2022-03-17T00:00:00.000,2022,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,$3751-$4000,Y,N,N,Y,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
-8649787453381931130,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2021-01-01T00:00:00.000,2021,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,$2751-$3000,Y,N,N,Y,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
-110404308486845739,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2009-09-21T00:00:00.000,2009,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,$2001-$2250,Y,N,N,Y,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
8116602567277406643,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2018-10-26T00:00:00.000,2018,One-Bedroom,One bathroom,751-1000 Sq.Ft,$2751-$3000,Y,N,N,Y,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
-8747067186709818714,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2016-09-17T00:00:00.000,2016,One-Bedroom,One bathroom,751-1000 Sq.Ft,$2751-$3000,Y,N,N,Y,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
9146562200977213161,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2007-06-02T00:00:00.000,2007,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,$751-$1000,Y,N,N,Y,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
7509489594942973081,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2010-03-23T00:00:00.000,2010,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,$2001-$2250,Y,N,N,Y,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
-6760020613590755418,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,1998-10-01T00:00:00.000,1998,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,$1251-$1500,N,N,N,N,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
2174840043713547247,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2022-09-06T00:00:00.000,2022,One-Bedroom,One bathroom,751-1000 Sq.Ft,$2251-$2500,Y,N,N,Y,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
5341075924383239547,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2022-12-01T00:00:00.000,2022,One-Bedroom,One bathroom,751-1000 Sq.Ft,$1251-$1500,Y,N,N,Y,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
2318067898372564087,7331,219,Housing Inventory - Unit information (2023),2023,100 Block of FONT BLVD,Vacant,nan,2023,Three-Bedroom,Two and a half bathrooms,1251-1500 Sq.Ft,nan,N,N,N,N,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473807669 37.71536259),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
-5083744025129107781,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2022-12-03T00:00:00.000,2022,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,$2751-$3000,Y,N,N,Y,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
-3133206057472934750,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2018-10-15T00:00:00.000,2018,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,$3251-$3500,Y,N,N,Y,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
-1731791337135723537,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2022-10-15T00:00:00.000,2022,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,$2751-$3000,Y,N,N,Y,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
4416019747963025074,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2022-09-06T00:00:00.000,2022,One-Bedroom,One bathroom,501-750 Sq.Ft,$2251-$2500,Y,N,N,Y,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
4175946755746353611,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,1998-07-19T00:00:00.000,1998,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,$2001-$2250,N,N,N,N,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
3371271921666411640,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2021-11-24T00:00:00.000,2021,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,$3251-$3500,Y,N,N,Y,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
-4916732632439006562,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2022-12-20T00:00:00.000,2022,One-Bedroom,One bathroom,751-1000 Sq.Ft,$1501-$1750,Y,N,N,Y,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
5926954628235723036,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2003-03-16T00:00:00.000,2003,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,$2001-$2250,N,N,N,N,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
6911054032838510212,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2018-04-01T00:00:00.000,2018,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,$2751-$3000,Y,N,N,Y,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
5201049888749426195,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Vacant,nan,2023,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,nan,N,N,N,N,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
1125805498533533190,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2001-09-10T00:00:00.000,2001,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,$2251-$2500,N,N,N,N,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
-7814557461704223041,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2022-04-01T00:00:00.000,2022,One-Bedroom,One bathroom,751-1000 Sq.Ft,$2751-$3000,Y,N,N,Y,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
-1272446365737770775,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,1984-02-01T00:00:00.000,1984,One-Bedroom,One bathroom,751-1000 Sq.Ft,$1251-$1500,N,N,N,N,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
-3273261091616445317,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2010-08-06T00:00:00.000,2010,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,$2251-$2500,Y,N,N,Y,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
2204552951252067759,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2022-12-23T00:00:00.000,2022,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,$2501-$2750,Y,N,N,Y,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
-7251451384173529953,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2010-05-25T00:00:00.000,2010,One-Bedroom,One bathroom,751-1000 Sq.Ft,$2251-$2500,Y,N,N,Y,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
-5376577996306058695,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2017-08-02T00:00:00.000,2017,One-Bedroom,One bathroom,751-1000 Sq.Ft,$3251-$3500,Y,N,N,Y,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
-2921054671984964211,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,1993-02-01T00:00:00.000,1993,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,$1501-$1750,N,N,N,N,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
6582973751669634281,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2004-05-03T00:00:00.000,2004,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,$3251-$3500,N,N,N,N,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
-5612061441398873665,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2023-02-04T00:00:00.000,2023,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,$2751-$3000,Y,N,N,Y,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
7022950580741042634,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2022-12-27T00:00:00.000,2022,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,$2501-$2750,Y,N,N,Y,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
-884731688506594414,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Occupied by non-owner,2001-12-15T00:00:00.000,2001,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,$3251-$3500,N,N,N,N,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
6326416326271476863,7331,219,Housing Inventory - Unit information (2023),2023,0 Block of CHUMASERO DR,Vacant,nan,2023,Two-Bedroom,Two bathrooms,1001-1250 Sq.Ft,nan,N,N,N,N,nan,No,nan,2023-03-27T00:00:00.000,nan,,POINT (-122.473318473 37.714384926),Lakeshore,7,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
4000837404032656974,3973,76,Housing Inventory - Unit information (2023),2023,400 Block of POTRERO AVE,Occupied by non-owner,2021-12-01T00:00:00.000,2021,Two-Bedroom,Two bathrooms,751-1000 Sq.Ft,$3251-$3500,N,N,N,N,nan,No,nan,2023-03-27T00:00:00.000,nan,1924.0,POINT (-122.407431311 37.763833972),Mission,9,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
5230041667374659622,3973,76,Housing Inventory - Unit information (2023),2023,400 Block of POTRERO AVE,Occupied by non-owner,2021-12-01T00:00:00.000,2021,One-Bedroom,One bathroom,501-750 Sq.Ft,$2501-$2750,N,N,N,N,nan,No,nan,2023-03-27T00:00:00.000,nan,1924.0,POINT (-122.407431311 37.763833972),Mission,9,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
7246057655683772537,3973,76,Housing Inventory - Unit information (2023),2023,400 Block of POTRERO AVE,Occupied by non-owner,2022-08-01T00:00:00.000,2022,Three-Bedroom,Two bathrooms,751-1000 Sq.Ft,$4001-$4250,N,N,N,N,nan,No,nan,2023-03-27T00:00:00.000,nan,1924.0,POINT (-122.407431311 37.763833972),Mission,9,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
-5363971351661927338,3973,76,Housing Inventory - Unit information (2023),2023,400 Block of POTRERO AVE,Occupied by non-owner,2022-08-19T00:00:00.000,2022,One-Bedroom,One bathroom,501-750 Sq.Ft,$1251-$1500,N,N,N,N,nan,No,nan,2023-03-27T00:00:00.000,nan,1924.0,POINT (-122.407431311 37.763833972),Mission,9,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
-2000176064469600730,3973,76,Housing Inventory - Unit information (2023),2023,400 Block of POTRERO AVE,Occupied by non-owner,2022-09-01T00:00:00.000,2022,Two-Bedroom,Two bathrooms,501-750 Sq.Ft,$3501-$3750,N,N,N,N,nan,No,nan,2023-03-27T00:00:00.000,nan,1924.0,POINT (-122.407431311 37.763833972),Mission,9,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
-6300911790227013005,3973,76,Housing Inventory - Unit information (2023),2023,400 Block of POTRERO AVE,Occupied by non-owner,2022-11-15T00:00:00.000,2022,One-Bedroom,One bathroom,501-750 Sq.Ft,$2751-$3000,N,N,N,N,nan,No,nan,2023-03-27T00:00:00.000,nan,1924.0,POINT (-122.407431311 37.763833972),Mission,9,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
6113862521104812311,3973,76,Housing Inventory - Unit information (2023),2023,400 Block of POTRERO AVE,Occupied by non-owner,2022-01-17T00:00:00.000,2022,One-Bedroom,One bathroom,501-750 Sq.Ft,$2501-$2750,N,N,N,N,nan,No,nan,2023-03-27T00:00:00.000,nan,1924.0,POINT (-122.407431311 37.763833972),Mission,9,2025-02-12T01:30:26.000,2025-02-12T06:05:50.832
